"SalePrice","LotArea","TotalBsmtSF","MoSold","BedroomAbvGr","FullBath","YearBuilt","PavedDrive","MSZoning","LandContour","BldgType","ExterQual","Functional"
257000,10994,1844,9,2,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
175900,3635,1386,5,1,2,2007,"Y","RL","Lvl","TwnhsE","Gd","Typ"
122500,11340,777,4,4,2,1885,"Other","RM","Lvl","2fmCon","TA","Typ"
340000,16545,1284,5,3,2,1998,"Y","RL","Lvl","1Fam","Gd","Typ"
124000,9204,1144,8,3,1,1963,"Y","RL","Lvl","1Fam","TA","Typ"
223000,16381,1844,12,3,2,1969,"Y","RL","Lvl","1Fam","Gd","Typ"
179900,11700,708,5,3,2,1968,"Y","RL","Lvl","1Fam","TA","Typ"
127500,4043,1069,7,2,2,1977,"Y","RL","Lvl","TwnhsE","TA","Typ"
274970,19690,697,8,4,2,1966,"Y","RL","Lvl","1Fam","Gd","Typ"
144000,9503,1024,6,2,1,1958,"Y","RL","Lvl","1Fam","TA","Other"
271000,10944,1223,8,3,2,1994,"Y","RL","Lvl","1Fam","Gd","Typ"
140000,10930,913,4,3,1,1945,"Y","RL","Bnk","1Fam","TA","Typ"
119000,7200,788,2,2,1,1940,"Y","RM","Lvl","1Fam","TA","Typ"
182900,12546,1440,4,3,2,1981,"Y","RL","Lvl","1Fam","Gd","Typ"
192140,21930,732,7,4,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
64500,10800,656,8,4,2,1927,"Y","RL","Lvl","1Fam","TA","Typ"
186500,10261,936,5,3,2,2000,"Y","RL","Lvl","1Fam","TA","Typ"
160000,17400,1126,5,3,2,1977,"Other","RL","Low","1Fam","TA","Typ"
174000,8400,1319,7,3,1,1962,"Y","RL","Lvl","1Fam","Gd","Typ"
120500,9000,864,5,3,1,1971,"Y","RL","Lvl","1Fam","TA","Typ"
149700,7407,912,4,2,1,1957,"Y","RM","Lvl","1Fam","TA","Typ"
197000,11584,539,11,3,2,1979,"Y","RL","Lvl","1Fam","TA","Typ"
191000,11526,588,9,3,2,1922,"Y","RL","Bnk","1Fam","TA","Other"
179600,8500,1422,11,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
129000,8400,814,5,3,1,1966,"Y","RL","Lvl","1Fam","TA","Typ"
157900,26142,1188,4,3,1,1962,"Other","RL","Lvl","1Fam","TA","Typ"
240000,10000,1220,12,3,2,1995,"Y","RL","Lvl","1Fam","Gd","Typ"
287090,9262,1573,5,3,2,2008,"Y","RL","Lvl","1Fam","Gd","Typ"
175000,7917,953,8,3,2,1999,"Y","RL","Lvl","1Fam","TA","Typ"
210000,13175,1542,2,3,2,1978,"Y","RL","Lvl","1Fam","TA","Other"
266500,9042,1152,5,4,2,1941,"Y","RL","Lvl","1Fam","Other","Typ"
142125,9717,1078,4,2,1,1950,"Y","RL","Lvl","1Fam","TA","Typ"
